year,month,week,day,date,skyCover_7h,skyCover_14h,skyCover_19h,temp_7h,temp_14h,temp_19h,temp_dailyMean,temp_dailyMax,temp_dailyMin,hum_7h,hum_14h,hum_19h,windBeauf_7h,windBeauf_14h,windBeauf_19h,precip
2009,1,1,1,2009-01-01,10,5,10,-4.5,-0.1,-40.0,-2.4,0.0,-4.7,79.0,71.0,72.0,2,2,2,0
2009,1,1,2,2009-01-02,10,9,10,-3.0,-1.3,-1.7,-2.2,-1.3,-3.1,67.0,66.0,68.0,0,2,3,Spuren
2009,1,1,3,2009-01-03,3,5,1,-4.8,-1.7,-3.9,-3.7,-1.5,-5.9,83.0,70.0,70.0,2,2,2,0
2009,1,1,4,2009-01-04,5,9,9,-3.8,-0.2,-0.5,-3.7,0.2,-7.6,75.0,62.0,63.0,4,4,3,Spuren
2009,1,2,5,2009-01-05,9,10,10,-0.7,-0.6,-1.3,-0.7,0.0,-1.4,64.0,76.0,80.0,4,3,2,Spuren
2009,1,2,6,2009-01-06,10,10,10,-4.4,-3.8,-4.1,-2.9,-1.3,-4.5,87.0,86.0,85.0,2,3,3,Spuren
2009,1,2,7,2009-01-07,10,10,9,-40.0,-3.7,-5.3,-4.6,-3.6,-5.5,79.0,72.0,78.0,1,2,1,Spuren
2009,1,2,8,2009-01-08,1,2,0,-4.4,-2.0,-5.1,-3.6,-1.4,-5.7,72.0,61.0,76.0,4,1,2,0
2009,1,2,9,2009-01-09,0,0,1,-8.5,,-6.4,-5.2,-1.6,-8.8,86.0,63.0,79.0,2,2,1,0
2009,1,2,10,2009-01-10,4,2,0,-10.6,-4.0,-7.2,-7.4,-3.9,-10.9,88.0,70.0,80.0,0,2,2,Spuren
2009,1,2,11,2009-01-11,10,10,10,-7.7,-7.4,-7.2,-8.0,-7.0,-9.0,91.0,89.0,87.0,2,2,3,Spuren
2009,1,3,12,2009-01-12,10,10,10,-7.0,-6.0,-6.6,-6.8,-6.0,-7.6,94.0,92.0,91.0,4,3,4,0.1
2009,1,3,13,2009-01-13,10,10,10,-6.6,-6.0,-5.9,-6.3,-5.8,-6.8,88.0,87.0,89.0,3,3,3,Spuren
2009,1,3,14,2009-01-14,10,10,10,-5.7,-3.9,-3.7,-4.9,-3.1,-6.7,87.0,87.0,86.0,2,1,1,4.3
2009,1,3,15,2009-01-15,10,9,10,-1.2,2.8,1.4,-0.3,3.2,-3.8,79.0,74.0,81.0,1,2,1,0
2009,1,3,16,2009-01-16,8,5,1,0.9,3.1,-0.9,1.5,3.8,-0.9,86.0,69.0,86.0,1,2,2,0
2009,1,3,17,2009-01-17,1,5,9,-6.8,-2.2,-2.3,-4.0,-0.9,-7.1,92.0,80.0,84.0,1,2,2,0
2009,1,3,18,2009-01-18,10,10,10,-2.6,-3.4,-2.9,-2.7,-1.6,-3.7,94.0,94.0,95.0,1,3,2,0.4
2009,1,4,19,2009-01-19,4,7,5,2.4,,2.4,2.0,6.8,-2.9,75.0,53.0,87.0,3,2,1,0
2009,1,4,20,2009-01-20,10,10,8,2.6,5.9,3.6,3.9,6.7,1.0,93.0,65.0,83.0,2,2,1,Spuren
2009,1,4,21,2009-01-21,10,10,10,3.2,4.4,2.2,3.1,4.5,1.7,92.0,83.0,92.0,2,2,2,9.1
2009,1,4,22,2009-01-22,10,8,1,1.9,4.0,0.3,2.4,4.4,0.3,92.0,76.0,92.0,3,2,1,Spuren
2009,1,4,23,2009-01-23,10,6,10,0.7,4.5,40.0,2.4,5.1,-0.3,94.0,79.0,81.0,3,4,3,8.3
2009,1,4,24,2009-01-24,7,1,4,4.6,7.8,3.2,5.6,8.8,2.3,61.0,40.0,69.0,3,2,2,0
2009,1,4,25,2009-01-25,9,5,2,2.9,,0.8,3.6,6.6,0.6,72.0,53.0,78.0,3,3,1,0
2009,1,5,26,2009-01-26,9,5,2,0.3,4.8,1.3,2.3,5.2,-0.7,91.0,66.0,89.0,1,2,2,0
2009,1,5,27,2009-01-27,10,10,10,0.2,2.2,2.1,0.9,2.6,-0.8,94.0,90.0,90.0,1,2,2,2.8
2009,1,5,28,2009-01-28,10,10,10,1.0,1.1,0.9,1.5,2.1,0.9,90.0,92.0,92.0,4,4,4,6.1
2009,1,5,29,2009-01-29,10,10,10,-0.3,,-0.2,0.2,0.9,-0.5,89.0,91.0,87.0,4,3,4,3.7
2009,1,5,30,2009-01-30,10,10,10,,-0.2,-0.6,-0.5,-0.2,-0.7,75.0,76.0,73.0,3,3,3,Spuren
2009,1,5,31,2009-01-31,10,6,9,-1.2,0.8,-0.1,0.4,2.1,-1.4,78.0,70.0,73.0,3,2,2,Spuren
2009,2,5,1,2009-02-01,10,10,10,-2.4,-0.5,-0.2,-1.3,-0.1,-2.5,91.0,87.0,85.0,2,3,3,0.9
2009,2,6,2,2009-02-02,10,10,10,0.8,1.5,1.8,0.8,1.9,-0.4,92.0,86.0,84.0,4,4,3,2.9
2009,2,6,3,2009-02-03,10,10,10,1.4,2.4,2.6,1.7,2.6,0.8,93.0,94.0,92.0,3,3,3,0.2
2009,2,6,4,2009-02-04,10,10,10,2.8,3.8,3.3,3.2,4.0,2.4,94.0,92.0,93.0,2,1,1,4.7
2009,2,6,5,2009-02-05,10,10,10,1.3,2.9,2.7,2.2,3.4,1.0,92.0,90.0,93.0,1,2,2,Spuren
2009,2,6,6,2009-02-06,10,9,9,2.3,4.4,,3.2,4.8,1.6,93.0,88.0,92.0,2,1,1,Spuren
2009,2,6,7,2009-02-07,9,9,6,8.2,11.9,10.5,7.1,13.0,1.1,76.0,63.0,66.0,4,4,4,0.5
2009,2,6,8,2009-02-08,10,10,10,3.1,2.5,,6.0,10.5,1.5,84.0,91.0,91.0,2,4,4,14
2009,2,7,9,2009-02-09,9,7,4,1.1,4.3,-1.0,1.9,4.8,-1.0,65.0,45.0,69.0,4,3,2,0
2009,2,7,10,2009-02-10,8,10,10,-0.4,1.2,0.8,0.0,1.8,-1.8,75.0,91.0,94.0,1,3,2,13.2
2009,2,7,11,2009-02-11,8,10,10,3.0,3.6,2.5,2.5,4.4,0.5,73.0,64.0,60.0,4,3,4,0.5
2009,2,7,12,2009-02-12,8,9,6,0.4,2.2,-0.6,1.0,2.7,-0.7,71.0,63.0,58.0,3,3,3,0
2009,2,7,13,2009-02-13,8,8,10,-2.4,0.0,-0.6,-1.2,0.2,-2.5,66.0,56.0,55.0,4,4,4,Spuren
2009,2,7,14,2009-02-14,9,10,10,-2.2,1.5,0.1,-0.3,1.7,-2.2,55.0,52.0,60.0,4,4,4,Spuren
2009,2,7,15,2009-02-15,10,9,8,-2.0,-1.1,-2.3,-1.1,0.1,-2.3,64.0,63.0,61.0,4,3,3,Spuren
2009,2,8,16,2009-02-16,10,10,10,-2.2,,-0.3,-1.5,0.1,-3.0,72.0,83.0,88.0,3,4,4,7.2
2009,2,8,17,2009-02-17,10,10,7,0.9,-0.4,-3.4,-0.8,1.8,-3.4,92.0,73.0,63.0,4,4,3,2.2
2009,2,8,18,2009-02-18,9,10,6,-4.8,-1.8,-2.3,-3.5,-0.9,-6.1,69.0,78.0,73.0,4,4,3,0.1
2009,2,8,19,2009-02-19,10,8,8,,-0.9,-2.7,-2.5,-0.7,-4.3,68.0,51.0,60.0,3,3,3,0.2
2009,2,8,20,2009-02-20,10,10,10,-2.4,-0.1,-0.1,-1.0,1.2,-3.1,68.0,75.0,88.0,5,4,4,4.1
2009,2,8,21,2009-02-21,10,10,10,0.7,0.1,-0.9,-0.1,0.8,-0.9,92.0,75.0,73.0,3,2,2,0.6
2009,2,8,22,2009-02-22,10,10,10,-40.0,-0.3,-0.4,-1.7,-0.1,-3.2,70.0,82.0,92.0,1,2,2,12.5
2009,2,9,23,2009-02-23,10,10,10,2.0,4.3,2.6,2.8,6.0,-0.4,92.0,78.0,84.0,3,4,4,4.2
2009,2,9,24,2009-02-24,8,9,10,0.8,2.8,1.7,2.1,3.4,0.7,86.0,75.0,78.0,3,3,1,Spuren
2009,2,9,25,2009-02-25,10,10,9,1.8,4.5,3.0,2.8,4.6,0.9,80.0,56.0,73.0,2,2,2,Spuren
2009,2,9,26,2009-02-26,9,9,10,3.2,4.0,3.7,3.9,6.0,1.8,66.0,78.0,76.0,4,4,5,1.8
2009,2,9,27,2009-02-27,10,8,9,3.0,6.9,4.8,5.1,7.3,2.9,88.0,64.0,82.0,5,4,4,1.9
2009,2,9,28,2009-02-28,9,7,9,5.3,9.7,7.7,7.5,11.0,4.0,80.0,63.0,72.0,3,4,2,Spuren
2009,3,9,1,2009-03-01,10,10,10,3.3,6.9,5.9,5.6,7.9,3.3,87.0,70.0,79.0,2,2,2,Spuren
2009,3,10,2,2009-03-02,10,10,10,3.8,4.9,4.8,5.1,6.3,3.8,91.0,89.0,87.0,1,2,1,4.4
2009,3,10,3,2009-03-03,10,10,10,4.7,8.5,7.1,6.7,9.2,4.1,93.0,75.0,88.0,1,2,2,Spuren
2009,3,10,4,2009-03-04,10,8,9,5.8,9.9,8.8,8.5,11.4,5.6,90.0,71.0,82.0,3,5,4,Spuren
2009,3,10,5,2009-03-05,10,10,10,6.6,6.8,7.0,7.7,8.9,6.5,85.0,93.0,93.0,2,4,3,15.8
2009,3,10,6,2009-03-06,10,10,10,4.6,5.2,4.5,5.9,7.2,4.5,85.0,82.0,86.0,4,4,4,16.3
2009,3,10,7,2009-03-07,10,9,10,1.9,3.5,3.5,3.2,4.5,1.9,91.0,91.0,83.0,5,5,5,19
2009,3,10,8,2009-03-08,8,7,8,3.9,8.7,7.2,5.8,9.2,2.3,68.0,45.0,50.0,4,4,4,1.1
2009,3,11,9,2009-03-09,10,10,10,5.6,5.6,3.9,5.4,7.6,3.2,88.0,73.0,76.0,5,3,4,5.1
2009,3,11,10,2009-03-10,8,9,9,4.5,9.7,6.4,6.5,9.9,3.1,70.0,46.0,60.0,4,4,3,3.2
2009,3,11,11,2009-03-11,10,10,9,4.3,4.5,5.5,5.9,7.5,4.2,88.0,84.0,70.0,4,4,3,4.7
2009,3,11,12,2009-03-12,9,8,9,4.3,7.5,5.6,6.8,10.1,3.5,71.0,50.0,72.0,3,4,2,7
2009,3,11,13,2009-03-13,9,8,9,4.9,8.9,7.5,6.5,9.8,3.1,85.0,60.0,68.0,4,4,3,6.3
2009,3,11,14,2009-03-14,9,9,9,5.5,10.0,7.5,7.8,10.5,5.1,80.0,59.0,61.0,2,2,2,Spuren
2009,3,11,15,2009-03-15,10,10,9,5.5,7.6,7.5,7.3,9.3,5.2,84.0,90.0,88.0,0,3,3,10.1
2009,3,12,16,2009-03-16,9,9,8,7.3,10.9,7.9,9.0,11.0,6.9,74.0,53.0,61.0,4,3,2,Spuren
2009,3,12,17,2009-03-17,8,10,3,2.2,8.3,8.6,5.0,9.2,0.7,78.0,81.0,66.0,1,3,4,0.6
2009,3,12,18,2009-03-18,3,10,8,4.3,8.2,7.1,6.5,8.8,4.1,59.0,37.0,40.0,4,4,3,2.3
2009,3,12,19,2009-03-19,10,9,5,1.2,4.4,2.4,3.8,7.1,0.5,91.0,66.0,64.0,2,4,3,2.7
2009,3,12,20,2009-03-20,8,9,9,,3.4,2.5,2.2,4.0,0.4,69.0,55.0,59.0,3,3,3,Spuren
2009,3,12,21,2009-03-21,5,9,4,0.8,5.3,2.9,3.2,6.0,0.4,71.0,43.0,48.0,3,3,3,0
2009,3,12,22,2009-03-22,5,2,10,40.0,10.7,8.1,6.2,11.3,1.1,53.0,39.0,47.0,4,4,4,0.1
2009,3,13,23,2009-03-23,9,9,10,5.8,10.0,10.0,7.6,10.2,5.0,70.0,56.0,52.0,6,6,4,5.5
2009,3,13,24,2009-03-24,8,7,2,2.2,4.8,4.7,6.4,10.5,2.2,89.0,68.0,58.0,4,5,3,1.8
2009,3,13,25,2009-03-25,2,8,10,-1.2,6.2,4.8,2.7,7.3,-2.0,58.0,39.0,48.0,4,3,2,0.6
2009,3,13,26,2009-03-26,10,7,1,3.1,9.2,5.2,5.3,9.5,1.1,92.0,63.0,69.0,1,4,2,1
2009,3,13,27,2009-03-27,8,8,8,4.5,14.4,11.1,9.0,14.6,3.3,82.0,47.0,54.0,0,2,2,Spuren
2009,3,13,28,2009-03-28,4,4,7,5.7,19.0,14.5,11.8,19.5,4.1,86.0,39.0,46.0,1,4,3,Spuren
2009,3,13,29,2009-03-29,9,10,10,9.1,,5.3,9.9,14.5,5.3,76.0,91.0,91.0,1,2,3,33.8
2009,3,14,30,2009-03-30,10,10,9,3.0,7.5,6.8,5.0,7.6,2.4,93.0,78.0,79.0,4,3,2,0.5
2009,3,14,31,2009-03-31,0,8,9,4.9,10.3,9.3,6.9,11.0,2.7,80.0,61.0,73.0,2,2,2,0.1
2009,4,14,1,2009-04-01,10,9,10,8.7,13.4,13.2,11.2,14.5,7.8,87.0,67.0,69.0,2,3,3,0
2009,4,14,2,2009-04-02,10,1,1,9.5,18.2,14.9,13.5,18.7,8.3,64.0,43.0,49.0,2,2,2,0
2009,4,14,3,2009-04-03,1,1,1,8.6,19.8,16.2,12.7,20.2,5.2,79.0,46.0,50.0,1,3,2,0
2009,4,14,4,2009-04-04,1,6,0,10.1,21.0,16.4,14.8,21.8,7.7,84.0,45.0,50.0,1,2,1,0
2009,4,14,5,2009-04-05,3,8,7,10.9,,17.7,15.5,22.2,8.8,76.0,41.0,46.0,1,2,2,0
2009,4,15,6,2009-04-06,3,3,3,12.1,20.8,17.0,16.2,22.1,10.3,77.0,47.0,50.0,2,2,2,0
2009,4,15,7,2009-04-07,1,1,3,10.7,22.6,18.0,15.8,23.2,8.3,76.0,40.0,44.0,1,3,2,0
2009,4,15,8,2009-04-08,1,1,6,44.4,22.4,14.2,15.9,23.0,8.8,73.0,45.0,79.0,1,2,1,3.9
2009,4,15,9,2009-04-09,9,4,7,15.4,22.1,17.8,17.0,22.8,11.2,67.0,46.0,53.0,2,2,2,0
2009,4,15,10,2009-04-10,7,2,1,12.2,24.1,20.2,17.0,24.4,9.5,77.0,41.0,33.0,1,3,3,0
2009,4,15,11,2009-04-11,0,0,0,11.6,24.7,20.1,16.6,25.2,7.9,64.0,38.0,38.0,2,3,1,0
2009,4,15,12,2009-04-12,0,0,1,,22.0,19.4,15.6,23.2,8.0,71.0,49.0,46.0,1,2,3,0
2009,4,16,13,2009-04-13,0,1,1,10.4,19.7,15.7,14.1,20.5,7.6,78.0,56.0,57.0,0,2,2,0
2009,4,16,14,2009-04-14,0,0,0,11.8,20.4,15.2,14.9,21.1,8.6,73.0,44.0,53.0,1,2,2,0
2009,4,16,15,2009-04-15,1,1,1,10.7,21.3,17.1,14.8,22.4,7.1,81.0,47.0,46.0,0,3,2,0
2009,4,16,16,2009-04-16,1,2,9,12.0,22.3,20.0,16.0,23.3,8.7,70.0,50.0,46.0,1,4,4,0
2009,4,16,17,2009-04-17,9,8,9,12.5,14.3,13.3,15.2,20.0,10.3,70.0,62.0,60.0,2,3,3,Spuren
2009,4,16,18,2009-04-18,2,7,3,11.4,17.6,13.2,13.4,18.8,7.9,76.0,52.0,63.0,1,2,2,0
2009,4,16,19,2009-04-19,4,3,8,11.0,21.1,16.9,14.0,21.6,6.4,78.0,45.0,56.0,1,2,2,Spuren
2009,4,17,20,2009-04-20,9,2,1,12.4,20.6,17.2,16.5,21.7,11.2,75.0,54.0,61.0,1,2,2,0
2009,4,17,21,2009-04-21,3,2,1,13.4,20.2,16.2,15.8,20.9,10.6,54.0,36.0,40.0,2,3,2,0
2009,4,17,22,2009-04-22,0,1,4,11.7,20.5,16.8,14.3,21.4,7.1,60.0,43.0,51.0,2,3,1,Spuren
2009,4,17,23,2009-04-23,10,10,9,9.1,12.6,12.1,13.0,16.9,9.0,71.0,61.0,59.0,3,2,2,0
2009,4,17,24,2009-04-24,1,7,1,9.1,17.5,15.0,12.9,19.5,6.2,81.0,60.0,64.0,2,2,1,0
2009,4,17,25,2009-04-25,0,1,0,40.8,21.1,18.3,14.2,21.9,6.4,76.0,49.0,51.0,2,4,4,0
2009,4,17,26,2009-04-26,1,9,9,11.9,20.0,17.1,15.4,21.0,9.7,59.0,48.0,51.0,3,5,4,Spuren
2009,4,18,27,2009-04-27,9,5,4,11.4,20.1,17.8,15.5,20.3,10.7,61.0,56.0,55.0,4,4,3,0
2009,4,18,28,2009-04-28,1,3,8,11.9,20.4,18.9,16.0,21.6,10.3,59.0,51.0,49.0,2,4,4,Spuren
2009,4,18,29,2009-04-29,10,8,9,12.2,17.9,12.1,15.8,20.3,11.3,81.0,59.0,77.0,3,3,3,0.5
2009,4,18,30,2009-04-30,8,3,4,10.6,16.9,12.6,13.4,17.6,9.2,81.0,66.0,73.0,5,5,4,Spuren
2009,5,18,1,2009-05-01,8,6,9,12.9,20.5,15.6,16.5,21.3,11.6,75.0,61.0,72.0,4,4,3,0.4
2009,5,18,2,2009-05-02,3,7,3,12.0,17.0,16.4,14.3,18.9,9.7,57.0,49.0,53.0,3,3,2,Spuren
2009,5,18,3,2009-05-03,0,2,2,12.0,21.4,17.3,15.2,22.0,8.3,71.0,48.0,56.0,1,2,2,3.2
2009,5,19,4,2009-05-04,4,6,9,14.2,17.0,10.8,14.7,19.2,10.1,72.0,64.0,70.0,3,4,4,Spuren
2009,5,19,5,2009-05-05,1,9,9,9.7,15.2,13.5,12.1,16.1,8.0,70.0,54.0,50.0,3,3,3,1.8
2009,5,19,6,2009-05-06,10,10,10,10.1,16.1,13.4,12.7,16.3,9.1,91.0,70.0,79.0,4,5,3,0.9
2009,5,19,7,2009-05-07,8,3,0,54.4,19.5,16.8,16.3,20.8,11.8,74.0,55.0,57.0,3,3,2,0
2009,5,19,8,2009-05-08,4,3,9,13.9,24.4,21.7,17.3,25.3,9.3,75.0,51.0,58.0,1,3,2,Spuren
2009,5,19,9,2009-05-09,7,4,8,17.6,,20.6,19.7,23.9,15.4,,,,3,2,3,Spuren
2009,5,19,10,2009-05-10,7,6,9,15.4,26.4,22.3,19.6,26.9,12.2,81.0,44.0,51.0,1,2,1,0
2009,5,20,11,2009-05-11,7,8,6,16.9,26.2,19.6,21.1,27.1,15.0,76.0,52.0,78.0,1,3,3,8.3
2009,5,20,12,2009-05-12,10,8,8,48.0,16.1,13.9,15.7,19.6,11.8,87.0,63.0,72.0,2,3,2,1.6
2009,5,20,13,2009-05-13,10,6,5,,15.1,13.5,13.6,16.9,10.3,65.0,49.0,54.0,1,2,2,4.1
2009,5,20,14,2009-05-14,10,10,10,9.6,10.1,8.8,11.2,13.5,8.8,94.0,91.0,94.0,2,3,2,7.3
2009,5,20,15,2009-05-15,10,10,9,10.0,15.3,16.6,13.4,18.0,8.8,88.0,73.0,73.0,2,2,2,Spuren
2009,5,20,16,2009-05-16,10,9,4,15.5,16.8,15.8,15.7,18.7,12.6,76.0,66.0,70.0,3,3,1,0.2
2009,5,20,17,2009-05-17,1,1,0,13.5,23.2,21.9,16.9,24.5,9.3,81.0,53.0,59.0,1,3,3,0
2009,5,21,18,2009-05-18,5,6,9,19.3,,22.7,19.7,25.3,14.1,70.0,54.0,56.0,2,3,2,6.8
2009,5,21,19,2009-05-19,2,6,5,16.6,22.3,19.6,18.6,22.7,14.5,84.0,60.0,65.0,3,3,2,0
2009,5,21,20,2009-05-20,0,6,4,16.4,24.5,,19.1,25.5,12.6,72.0,44.0,51.0,2,2,2,0
2009,5,21,21,2009-05-21,6,8,8,17.4,27.0,24.5,19.9,27.5,12.2,70.0,51.0,51.0,1,3,3,Spuren
2009,5,21,22,2009-05-22,9,9,7,,24.7,21.5,21.9,26.1,17.7,70.0,56.0,60.0,2,3,3,0.1
2009,5,21,23,2009-05-23,1,1,1,65.2,21.2,19.6,18.1,22.8,13.3,69.0,53.0,51.0,3,3,2,Spuren
2009,5,21,24,2009-05-24,9,2,4,15.3,23.3,89.6,19.0,25.8,12.1,66.0,51.0,56.0,1,1,2,0
2009,5,22,25,2009-05-25,8,1,1,,27.5,24.3,22.0,28.3,15.7,62.0,49.0,50.0,1,2,2,0
2009,5,22,26,2009-05-26,1,1,9,19.7,28.5,25.4,22.2,28.8,15.6,64.0,50.0,56.0,2,4,3,Spuren
2009,5,22,27,2009-05-27,9,8,6,17.8,18.6,16.3,19.9,25.4,14.3,72.0,61.0,57.0,4,4,3,1.1
2009,5,22,28,2009-05-28,5,9,6,15.0,19.0,15.9,16.0,20.5,11.5,61.0,56.0,63.0,3,4,3,10.7
2009,5,22,29,2009-05-29,4,9,8,,13.4,10.5,11.9,16.1,7.6,69.0,70.0,72.0,4,3,3,17.1
2009,5,22,30,2009-05-30,10,7,3,8.0,41.2,10.2,10.1,12.6,7.6,95.0,84.0,82.0,2,1,2,9.7
2009,5,22,31,2009-05-31,7,9,10,11.0,15.4,13.7,11.4,16.4,6.3,77.0,61.0,70.0,1,4,3,9.4
2009,6,23,1,2009-06-01,9,4,3,12.3,18.0,15.4,14.8,18.6,11.0,88.0,55.0,59.0,2,3,2,Spuren
2009,6,23,2,2009-06-02,8,9,3,13.7,18.4,17.9,15.2,20.9,9.4,71.0,64.0,62.0,2,2,2,0
2009,6,23,3,2009-06-03,5,3,4,17.3,,16.1,18.6,22.3,14.9,69.0,31.0,50.0,4,4,3,0
2009,6,23,4,2009-06-04,10,9,6,12.1,17.3,15.3,14.5,17.7,11.3,61.0,54.0,57.0,2,2,2,Spuren
2009,6,23,5,2009-06-05,9,7,4,12.4,,18.4,15.0,21.3,8.6,64.0,51.0,60.0,2,2,3,0
2009,6,23,6,2009-06-06,10,8,10,15.3,25.9,18.0,19.6,26.3,12.8,88.0,53.0,67.0,2,4,5,0.5
2009,6,23,7,2009-06-07,9,9,8,62.4,23.4,17.3,18.6,23.7,13.4,71.0,50.0,75.0,1,2,2,0
2009,6,24,8,2009-06-08,8,5,9,18.3,23.8,,18.0,24.0,12.0,66.0,50.0,58.0,1,2,3,0
2009,6,24,9,2009-06-09,7,7,8,19.5,27.8,23.5,21.8,29.0,14.5,73.0,47.0,58.0,2,2,2,0.1
2009,6,24,10,2009-06-10,10,9,7,17.0,21.8,19.2,19.8,23.5,16.1,75.0,60.0,67.0,3,2,2,0.4
2009,6,24,11,2009-06-11,4,10,9,17.5,,18.4,16.4,21.4,11.4,76.0,66.0,67.0,1,3,2,0.2
2009,6,24,12,2009-06-12,1,4,4,15.9,21.1,15.4,17.3,21.1,13.4,64.0,49.0,66.0,4,4,3,1.2
2009,6,24,13,2009-06-13,1,1,1,14.8,23.3,20.5,16.0,23.7,8.2,67.0,41.0,44.0,2,3,3,0
2009,6,24,14,2009-06-14,4,4,6,18.9,26.1,24.5,20.5,28.3,12.7,53.0,45.0,52.0,2,2,3,Spuren
2009,6,25,15,2009-06-15,10,8,7,21.3,26.0,24.7,23.0,27.2,18.7,66.0,60.0,62.0,3,2,3,Spuren
2009,6,25,16,2009-06-16,7,7,5,19.8,24.4,19.9,22.2,25.5,18.9,73.0,61.0,67.0,4,4,3,Spuren
2009,6,25,17,2009-06-17,1,3,1,17.7,23.3,21.5,18.8,24.4,13.1,69.0,53.0,54.0,2,2,2,0
2009,6,25,18,2009-06-18,7,3,5,18.0,30.0,26.5,22.1,30.7,13.5,76.0,44.0,52.0,1,4,2,0
2009,6,25,19,2009-06-19,9,9,10,20.3,21.1,19.1,21.9,26.5,17.2,78.0,80.0,86.0,1,2,2,19.8
2009,6,25,20,2009-06-20,10,10,9,13.7,,14.9,16.1,19.1,13.0,91.0,90.0,85.0,3,2,2,8.2
2009,6,25,21,2009-06-21,2,7,8,14.6,19.8,17.5,16.2,20.9,11.4,73.0,50.0,57.0,3,3,2,Spuren
2009,6,26,22,2009-06-22,10,10,10,12.8,13.2,12.7,15.0,17.5,12.5,76.0,93.0,93.0,4,4,4,67.5
2009,6,26,23,2009-06-23,10,10,10,13.1,14.8,16.1,14.2,16.2,12.2,94.0,94.0,90.0,4,3,3,8
2009,6,26,24,2009-06-24,10,10,10,17.7,18.9,15.7,17.4,19.6,15.1,,,,3,3,3,12.7
2009,6,26,25,2009-06-25,7,6,6,16.6,23.9,19.1,19.6,24.3,14.9,88.0,61.0,72.0,3,2,2,Spuren
2009,6,26,26,2009-06-26,9,9,9,18.0,25.3,19.5,20.9,25.6,16.2,81.0,63.0,89.0,2,3,1,1.8
2009,6,26,27,2009-06-27,7,7,10,18.9,24.8,21.6,20.5,25.5,15.5,84.0,65.0,73.0,1,2,1,Spuren
2009,6,26,28,2009-06-28,10,10,9,19.0,20.2,18.4,19.7,21.6,17.7,82.0,87.0,91.0,2,2,2,16.8
2009,6,27,29,2009-06-29,9,5,10,19.2,25.2,19.0,21.7,26.0,17.3,85.0,61.0,90.0,2,2,2,3.7
2009,6,27,30,2009-06-30,7,4,8,19.6,27.0,25.0,22.4,28.0,16.8,83.0,58.0,60.0,2,2,2,0
2009,7,27,1,2009-07-01,8,2,9,21.7,27.7,18.5,23.6,29.1,18.0,73.0,58.0,92.0,2,1,2,30.2
2009,7,27,2,2009-07-02,1,3,9,21.1,28.4,23.4,23.5,30.4,16.5,82.0,52.0,61.0,1,2,2,0
2009,7,27,3,2009-07-03,9,7,8,20.1,25.5,,22.7,27.0,18.4,,,,2,2,1,1
2009,7,27,4,2009-07-04,3,7,9,21.5,108.0,24.0,22.6,27.7,17.4,76.0,60.0,59.0,3,3,3,Spuren
2009,7,27,5,2009-07-05,7,8,7,22.6,20.1,22.3,22.1,25.9,18.3,,,,3,2,3,0.9
2009,7,28,6,2009-07-06,5,9,10,21.3,20.3,18.4,21.9,26.1,17.6,76.0,89.0,91.0,1,1,3,32.3
2009,7,28,7,2009-07-07,8,6,9,19.2,26.9,23.1,21.5,27.4,15.6,84.0,45.0,57.0,2,2,2,4.1
2009,7,28,8,2009-07-08,9,5,3,15.6,22.4,19.0,18.8,23.2,14.3,80.0,52.0,58.0,4,4,3,Spuren
2009,7,28,9,2009-07-09,1,5,3,18.3,22.5,,19.3,23.4,15.1,64.0,52.0,59.0,3,4,3,0.4
2009,7,28,10,2009-07-10,10,8,7,15.4,20.0,18.2,17.5,21.1,13.8,81.0,64.0,57.0,2,3,3,Spuren
2009,7,28,11,2009-07-11,9,9,3,15.6,19.2,18.3,17.2,21.4,13.0,68.0,57.0,58.0,3,3,2,Spuren
2009,7,28,12,2009-07-12,1,8,4,18.6,24.1,21.3,18.6,25.3,11.9,64.0,46.0,49.0,2,2,2,0
2009,7,29,13,2009-07-13,3,5,1,21.4,26.9,24.5,21.7,28.2,15.2,69.0,60.0,61.0,4,3,2,Spuren
2009,7,29,14,2009-07-14,1,1,3,21.3,30.7,27.8,24.7,31.9,17.5,78.0,53.0,60.0,2,2,2,0
2009,7,29,15,2009-07-15,0,3,10,24.0,29.5,25.6,25.3,30.7,19.9,,,,1,1,4,4.8
2009,7,29,16,2009-07-16,1,1,1,22.3,29.1,26.8,24.5,30.0,19.0,,,,2,3,2,0
2009,7,29,17,2009-07-17,1,1,2,23.3,31.3,,25.4,32.1,18.6,,,,1,3,3,0
2009,7,29,18,2009-07-18,9,10,9,17.9,11.3,13.6,20.0,28.9,11.1,67.0,92.0,80.0,5,6,5,25.5
2009,7,29,19,2009-07-19,8,3,1,,91.6,19.8,18.4,23.4,13.4,76.0,51.0,54.0,4,4,3,0
2009,7,30,20,2009-07-20,8,3,3,18.1,23.4,21.1,19.6,25.1,14.0,70.0,60.0,60.0,1,3,2,0.4
2009,7,30,21,2009-07-21,8,3,4,18.9,28.0,25.7,22.2,29.6,14.8,74.0,53.0,55.0,1,2,2,0
2009,7,30,22,2009-07-22,3,5,4,20.7,30.8,29.2,24.4,31.7,17.0,80.0,57.0,56.0,2,3,3,0
2009,7,30,23,2009-07-23,2,1,5,23.3,32.7,30.0,26.4,33.1,19.6,,,,1,4,2,36.7
2009,7,30,24,2009-07-24,1,7,10,22.6,27.0,22.7,24.3,30.5,18.0,,,,4,3,2,10.6
