year,month,week,day,date,skyCover_7h,skyCover_14h,skyCover_19h,temp_7h,temp_14h,temp_19h,temp_dailyMean,temp_dailyMax,temp_dailyMin,hum_7h,hum_14h,hum_19h,windBeauf_7h,windBeauf_14h,windBeauf_19h,precip
2011,9,36,7,2011-09-07,8,9,9,14.7,22.8,19.5,17.7,24.3,11.0,87.0,44.0,59.0,1,4,2,Spuren
2011,9,36,8,2011-09-08,10,10,10,15.0,18.7,16.9,17.4,19.8,14.9,76.0,67.0,68.0,3,4,3,1.2
2011,9,36,9,2011-09-09,9,9,9,15.0,19.0,17.7,17.8,21.4,14.2,97.0,79.0,87.0,3,4,2,Spuren
2011,9,36,10,2011-09-10,7,1,1,17.4,27.1,22.0,21.5,27.5,15.5,93.0,52.0,76.0,1,2,1,0
2011,9,36,11,2011-09-11,1,2,3,18.0,29.6,23.8,23.0,30.5,15.4,91.0,46.0,70.0,1,2,2,0
2011,9,37,12,2011-09-12,7,6,6,21.5,25.9,21.7,22.8,26.7,18.9,,,,3,3,3,0
2011,9,37,13,2011-09-13,0,0,1,20.6,29.5,23.8,23.0,30.0,15.9,67.0,38.0,56.0,2,1,3,0
2011,9,37,14,2011-09-14,4,10,8,20.7,17.2,14.9,19.9,25.4,14.4,79.0,85.0,87.0,1,3,3,0.3
2011,9,37,15,2011-09-15,3,8,3,14.5,21.2,,17.8,22.5,13.0,91.0,55.0,79.0,1,2,2,0
2011,9,37,16,2011-09-16,9,3,1,13.3,20.6,16.1,16.2,21.6,10.8,81.0,51.0,74.0,1,2,1,0
2011,9,37,17,2011-09-17,7,8,4,14.4,,17.7,16.7,22.1,11.3,90.0,66.0,80.0,1,2,2,Spuren
2011,9,37,18,2011-09-18,6,7,9,,27.9,15.0,21.6,28.5,14.6,85.0,44.0,78.0,2,4,6,1.1
2011,9,38,19,2011-09-19,9,10,10,11.4,12.6,9.9,12.5,15.1,9.9,91.0,91.0,100.0,2,3,3,15
2011,9,38,20,2011-09-20,10,10,10,10.2,12.0,12.5,10.9,12.6,9.1,99.0,98.0,94.0,5,3,3,1.3
2011,9,38,21,2011-09-21,10,6,3,,19.1,15.9,16.2,20.0,12.4,85.0,71.0,90.0,3,2,2,0
2011,9,38,22,2011-09-22,2,8,6,14.6,,17.8,17.3,22.1,12.5,90.0,60.0,72.0,4,3,3,0
2011,9,38,23,2011-09-23,3,7,7,13.8,19.5,16.8,16.5,20.6,12.3,92.0,59.0,68.0,1,2,2,0
2011,9,38,24,2011-09-24,5,1,0,12.4,20.7,14.9,15.9,20.8,10.9,92.0,52.0,78.0,1,2,2,0
2011,9,38,25,2011-09-25,3,1,0,10.8,23.6,17.3,16.5,23.8,9.2,97.0,51.0,72.0,1,2,1,0
2011,9,39,26,2011-09-26,0,0,0,11.5,23.6,16.8,17.1,24.1,10.0,100.0,49.0,78.0,1,2,1,0
2011,9,39,27,2011-09-27,0,1,0,11.9,23.8,17.3,17.2,24.3,10.0,100.0,48.0,77.0,1,2,2,0
2011,9,39,28,2011-09-28,1,5,0,15.8,22.0,15.7,17.9,22.4,13.4,93.0,64.0,63.0,1,3,2,0
2011,9,39,29,2011-09-29,8,3,5,11.7,21.9,16.4,16.2,22.7,9.7,83.0,41.0,67.0,1,2,2,0
2011,9,39,30,2011-09-30,4,1,1,12.4,23.3,17.5,17.6,23.9,11.2,95.0,49.0,70.0,1,2,2,0
2011,10,39,1,2011-10-01,0,1,0,11.9,25.0,17.8,18.2,25.8,10.6,100.0,43.0,65.0,1,1,3,0
2011,10,39,2,2011-10-02,0,0,0,12.7,96.0,17.0,17.7,24.4,10.9,94.0,46.0,72.0,1,2,2,0
2011,10,40,3,2011-10-03,1,0,0,11.4,23.8,16.4,17.4,24.4,10.3,99.0,48.0,77.0,1,1,1,0
2011,10,40,4,2011-10-04,4,2,0,17.5,25.1,20.0,18.9,25.4,12.4,77.0,51.0,68.0,3,4,3,0
2011,10,40,5,2011-10-05,1,9,5,17.8,90.8,16.3,19.8,23.3,16.3,73.0,57.0,80.0,4,3,2,0
2011,10,40,6,2011-10-06,7,8,0,14.9,23.5,,19.1,24.4,13.7,94.0,52.0,69.0,1,2,2,10.5
2011,10,40,7,2011-10-07,10,10,10,11.0,8.4,8.4,13.4,19.3,7.4,98.0,97.0,91.0,3,3,4,16.4
2011,10,40,8,2011-10-08,5,10,7,8.8,8.0,6.7,8.6,10.8,6.4,86.0,94.0,90.0,4,4,3,2.7
2011,10,40,9,2011-10-09,6,8,7,7.3,8.8,8.2,7.9,10.0,5.7,84.0,82.0,83.0,3,4,4,1
2011,10,41,10,2011-10-10,10,10,10,8.0,10.0,12.9,9.7,12.9,6.4,75.0,99.0,98.0,2,2,4,6.5
2011,10,41,11,2011-10-11,9,8,3,15.6,18.6,14.4,15.8,18.6,12.9,83.0,67.0,88.0,3,5,2,Spuren
2011,10,41,12,2011-10-12,9,10,10,15.0,10.8,10.1,13.2,16.3,10.0,80.0,100.0,100.0,4,1,1,26.8
2011,10,41,13,2011-10-13,9,9,1,8.5,12.4,,10.9,13.6,8.1,94.0,57.0,70.0,3,3,3,Spuren
2011,10,41,14,2011-10-14,1,9,3,6.0,9.3,6.5,7.8,9.9,5.6,85.0,55.0,64.0,3,3,3,0
2011,10,41,15,2011-10-15,1,5,6,1.4,11.0,5.8,6.0,11.5,0.5,100.0,54.0,85.0,0,2,2,0
2011,10,41,16,2011-10-16,7,3,1,3.1,9.6,,6.2,10.2,2.2,98.0,52.0,66.0,2,3,2,0
2011,10,42,17,2011-10-17,0,0,0,1.3,11.5,7.3,6.4,12.2,0.6,90.0,47.0,57.0,2,2,2,0
2011,10,42,18,2011-10-18,8,0,0,4.0,13.0,7.9,7.5,13.4,1.6,96.0,56.0,81.0,1,2,1,0
2011,10,42,19,2011-10-19,2,9,10,,12.6,11.1,8.0,13.4,2.6,84.0,63.0,75.0,2,2,2,2
2011,10,42,20,2011-10-20,10,10,8,6.1,8.1,7.4,8.6,11.2,6.0,93.0,80.0,84.0,4,4,3,Spuren
2011,10,42,21,2011-10-21,5,7,3,4.2,9.7,5.4,7.1,10.4,3.7,89.0,55.0,71.0,2,3,2,0
2011,10,42,22,2011-10-22,2,0,0,0.4,8.5,4.8,4.8,9.2,0.3,100.0,65.0,89.0,1,2,2,0.1
2011,10,42,23,2011-10-23,10,10,10,4.1,7.2,7.0,4.6,7.6,1.6,99.0,98.0,100.0,1,3,2,1.8
2011,10,43,24,2011-10-24,10,10,10,8.8,10.7,9.3,8.9,10.7,7.0,99.0,89.0,98.0,3,3,3,3.3
2011,10,43,25,2011-10-25,10,10,10,8.3,9.3,10.0,9.1,10.2,7.9,92.0,94.0,93.0,4,4,4,Spuren
2011,10,43,26,2011-10-26,10,10,10,8.6,9.1,9.6,9.8,11.2,8.3,92.0,91.0,90.0,3,3,2,2
2011,10,43,27,2011-10-27,9,10,10,8.5,10.1,10.3,9.4,10.3,8.4,90.0,81.0,84.0,3,4,3,0
2011,10,43,28,2011-10-28,10,10,10,9.2,9.9,9.0,9.8,10.7,8.8,89.0,86.0,92.0,2,2,1,0
2011,10,43,29,2011-10-29,10,10,9,8.6,10.6,9.9,9.5,10.8,8.2,90.0,72.0,78.0,1,2,2,0
2011,10,43,30,2011-10-30,9,9,8,7.6,12.1,8.7,9.9,12.3,7.5,97.0,70.0,91.0,1,1,1,0
2011,10,44,31,2011-10-31,8,0,0,6.1,12.3,9.3,9.2,12.8,5.5,99.0,70.0,93.0,0,2,2,0
2011,11,44,1,2011-11-01,10,10,10,6.3,8.2,7.7,7.4,9.3,5.4,100.0,91.0,93.0,2,2,2,Spuren
2011,11,44,2,2011-11-02,10,10,7,6.3,8.3,7.1,7.4,8.7,6.1,98.0,92.0,93.0,2,3,3,Spuren
2011,11,44,3,2011-11-03,10,10,10,6.1,7.4,8.0,6.9,8.3,5.4,98.0,93.0,93.0,3,3,4,0
2011,11,44,4,2011-11-04,10,8,8,7.2,11.0,,9.4,12.0,6.7,95.0,78.0,88.0,3,2,2,0
2011,11,44,5,2011-11-05,10,3,1,40.0,14.7,10.7,11.8,15.1,8.5,88.0,73.0,96.0,1,1,1,0
2011,11,44,6,2011-11-06,5,9,7,8.2,13.8,10.5,10.8,13.9,7.6,77.0,58.0,70.0,3,3,2,0
2011,11,45,7,2011-11-07,5,5,9,6.3,11.0,10.3,8.6,11.1,6.0,90.0,72.0,77.0,2,3,3,0
2011,11,45,8,2011-11-08,10,7,0,7.3,,10.4,10.0,12.7,7.3,95.0,75.0,87.0,3,4,3,0
2011,11,45,9,2011-11-09,10,10,10,6.2,9.4,8.1,8.3,10.4,6.1,99.0,89.0,97.0,2,1,2,0
2011,11,45,10,2011-11-10,9,10,9,7.2,7.3,5.3,6.5,8.3,4.7,99.0,90.0,71.0,2,2,2,0
2011,11,45,11,2011-11-11,10,1,9,3.9,6.5,4.2,5.3,7.0,3.6,79.0,54.0,65.0,2,3,3,0
2011,11,45,12,2011-11-12,0,0,0,0.8,7.7,3.1,4.5,8.3,0.7,87.0,61.0,80.0,3,2,2,0
2011,11,45,13,2011-11-13,1,0,1,-1.5,6.4,1.4,2.5,6.8,-1.8,99.0,65.0,93.0,1,1,1,0
2011,11,46,14,2011-11-14,7,5,1,,3.3,0.4,0.9,3.7,-2.0,100.0,84.0,97.0,1,1,1,0
2011,11,46,15,2011-11-15,1,1,6,-2.6,2.8,-40.0,0.3,3.2,-2.7,100.0,88.0,100.0,1,2,1,0
2011,11,46,16,2011-11-16,10,10,10,-1.8,-0.1,0.5,-1.2,0.5,-2.8,100.0,98.0,97.0,2,2,2,0
2011,11,46,17,2011-11-17,10,10,10,-0.3,0.7,0.0,-0.1,0.8,-0.9,99.0,91.0,96.0,2,2,2,0
2011,11,46,18,2011-11-18,9,9,10,0.7,5.2,4.2,2.6,5.4,-0.3,95.0,76.0,87.0,1,1,1,0
2011,11,46,19,2011-11-19,10,10,10,3.2,3.7,3.2,3.7,4.6,2.8,95.0,89.0,93.0,1,1,1,Spuren
2011,11,46,20,2011-11-20,10,10,10,1.4,1.2,-0.3,1.6,3.5,-0.3,89.0,88.0,91.0,2,2,2,Spuren
2011,11,47,21,2011-11-21,10,10,10,-1.8,-1.2,-2.1,-1.1,0.0,-2.1,99.0,97.0,99.0,2,2,2,Spuren
2011,11,47,22,2011-11-22,10,10,10,-2.5,-2.3,-2.7,-2.5,-2.0,-2.9,98.0,97.0,100.0,2,2,2,Spuren
2011,11,47,23,2011-11-23,10,10,10,-2.7,-0.4,-0.1,-1.4,0.0,-2.8,99.0,92.0,93.0,2,2,2,Spuren
2011,11,47,24,2011-11-24,10,10,10,-0.8,0.3,-0.4,-0.2,0.6,-1.0,94.0,87.0,92.0,2,1,2,Spuren
2011,11,47,25,2011-11-25,10,10,10,-0.3,-0.5,-0.2,-0.3,0.3,-0.9,99.0,100.0,100.0,3,2,3,Spuren
2011,11,47,26,2011-11-26,9,9,4,2.6,6.1,5.0,2.8,6.9,-1.3,92.0,71.0,83.0,2,4,3,Spuren
2011,11,47,27,2011-11-27,7,5,4,0.1,2.9,0.7,2.6,5.3,-0.1,98.0,87.0,97.0,2,2,2,0
2011,11,48,28,2011-11-28,4,1,1,7.5,10.0,3.4,5.1,10.5,-0.4,75.0,52.0,83.0,3,3,2,0
2011,11,48,29,2011-11-29,10,9,10,0.2,3.3,1.1,1.5,3.4,-0.4,99.0,89.0,96.0,2,3,3,Spuren
2011,11,48,30,2011-11-30,10,10,10,0.2,2.2,1.8,1.3,2.5,0.0,100.0,94.0,94.0,1,1,1,Spuren
2011,12,48,1,2011-12-01,10,10,10,2.4,0.4,1.2,1.4,2.5,0.3,92.0,98.0,98.0,1,2,2,Spuren
2011,12,48,2,2011-12-02,10,10,10,-1.1,-0.4,-0.2,0.1,1.4,-1.3,100.0,98.0,96.0,3,2,2,Spuren
2011,12,48,3,2011-12-03,10,10,9,-0.2,2.4,2.6,1.0,2.7,-0.8,95.0,86.0,93.0,1,2,2,0.3
2011,12,48,4,2011-12-04,9,9,7,3.8,8.5,10.3,6.7,11.0,2.4,93.0,80.0,71.0,2,1,2,Spuren
2011,12,49,5,2011-12-05,9,9,4,4.8,9.3,3.0,7.6,12.1,3.0,95.0,51.0,77.0,1,4,2,0.1
2011,12,49,6,2011-12-06,7,9,10,4.0,6.7,40.0,4.3,7.3,1.2,61.0,62.0,92.0,2,3,3,2.4
2011,12,49,7,2011-12-07,9,10,10,40.0,6.6,6.9,4.6,6.9,2.2,84.0,62.0,82.0,2,2,3,4.7
2011,12,49,8,2011-12-08,8,10,3,4.3,6.4,5.1,5.6,7.2,4.0,74.0,58.0,54.0,5,5,4,Spuren
2011,12,49,9,2011-12-09,7,10,9,40.0,,5.6,3.9,7.3,0.4,69.0,62.0,72.0,2,1,1,Spuren
2011,12,49,10,2011-12-10,9,9,9,6.2,7.5,5.7,8.4,11.8,5.0,78.0,67.0,77.0,2,2,3,Spuren
2011,12,49,11,2011-12-11,9,10,0,3.7,5.0,,3.9,5.8,2.0,81.0,84.0,87.0,2,2,2,Spuren
2011,12,50,12,2011-12-12,10,10,10,2.7,4.3,,2.8,5.5,0.0,95.0,100.0,93.0,1,1,3,0.4
2011,12,50,13,2011-12-13,1,7,6,3.7,7.4,6.1,5.3,8.1,2.4,80.0,65.0,78.0,3,3,2,0
2011,12,50,14,2011-12-14,10,10,8,2.3,3.3,2.8,4.2,6.3,2.0,98.0,98.0,94.0,2,3,2,Spuren
2011,12,50,15,2011-12-15,10,10,10,6.1,6.4,4.8,6.2,9.8,2.6,82.0,90.0,98.0,1,2,2,1.8
2011,12,50,16,2011-12-16,2,10,9,1.7,6.2,40.0,4.7,8.1,1.2,86.0,89.0,72.0,2,2,2,3.5
2011,12,50,17,2011-12-17,10,10,6,3.2,4.6,3.3,5.7,9.3,2.1,79.0,73.0,73.0,5,4,3,2
2011,12,50,18,2011-12-18,1,8,5,2.3,40.0,3.1,3.6,5.1,2.0,78.0,58.0,67.0,3,2,3,0
2011,12,51,19,2011-12-19,8,6,7,0.5,3.0,1.0,1.4,3.6,-0.8,86.0,72.0,80.0,2,2,2,0
2011,12,51,20,2011-12-20,8,0,0,0.2,2.3,-2.6,0.2,3.1,-2.7,62.0,51.0,77.0,2,2,1,0.1
2011,12,51,21,2011-12-21,10,9,10,2.5,4.3,40.0,0.6,5.0,-3.8,90.0,83.0,94.0,4,4,3,1.4
2011,12,51,22,2011-12-22,9,8,8,2.9,4.8,3.4,3.7,5.1,2.2,85.0,77.0,83.0,3,2,2,Spuren
2011,12,51,23,2011-12-23,10,10,10,2.6,4.2,3.1,2.9,4.3,1.4,97.0,100.0,100.0,1,1,1,1.4
2011,12,51,24,2011-12-24,10,8,9,2.1,,6.7,5.8,9.7,1.8,100.0,62.0,65.0,1,5,4,Spuren
2011,12,51,25,2011-12-25,9,7,9,4.3,5.7,4.8,5.4,6.8,3.9,66.0,62.0,70.0,3,4,4,Spuren
2011,12,52,26,2011-12-26,9,10,10,6.1,7.4,7.7,6.2,7.7,4.6,74.0,79.0,75.0,4,3,3,Spuren
2011,12,52,27,2011-12-27,9,8,9,5.4,8.9,7.2,7.1,9.8,4.3,85.0,71.0,78.0,2,2,1,Spuren
2011,12,52,28,2011-12-28,10,10,10,,4.7,3.4,5.4,7.4,3.4,89.0,91.0,95.0,2,3,3,0
2011,12,52,29,2011-12-29,9,9,8,0.9,5.9,,3.4,6.5,0.2,100.0,80.0,68.0,1,3,3,Spuren
2011,12,52,30,2011-12-30,9,5,5,2.1,5.3,3.1,4.1,6.3,1.8,64.0,66.0,81.0,2,5,4,Spuren
2011,12,52,31,2011-12-31,1,3,7,2.7,5.7,2.6,3.8,6.9,0.7,81.0,55.0,75.0,3,3,1,0.1
2012,1,52,1,2012-01-01,10,10,10,2.2,3.1,3.5,2.2,3.6,0.8,99.0,97.0,99.0,1,2,2,2.2
2012,1,1,2,2012-01-02,10,10,9,0.5,2.6,3.3,2.1,3.7,0.4,100.0,92.0,93.0,2,2,2,2.9
2012,1,1,3,2012-01-03,9,4,0,6.6,8.8,4.7,6.6,9.8,3.3,88.0,56.0,91.0,3,3,2,0
2012,1,1,4,2012-01-04,10,10,2,4.8,8.0,5.3,7.2,10.7,3.6,83.0,69.0,75.0,2,4,3,Spuren
2012,1,1,5,2012-01-05,10,10,10,40.0,8.0,6.3,6.7,9.1,4.3,46.0,71.0,84.0,2,2,4,1.2
2012,1,1,6,2012-01-06,7,6,3,4.3,6.2,3.9,5.2,6.8,3.5,70.0,56.0,55.0,5,5,4,Spuren
2012,1,1,7,2012-01-07,9,10,10,3.9,4.9,2.8,4.3,5.7,2.8,72.0,68.0,96.0,3,4,4,6.8
2012,1,1,8,2012-01-08,9,10,8,4.6,4.2,3.9,3.9,5.3,2.4,81.0,96.0,88.0,4,3,3,8.6
2012,1,2,9,2012-01-09,10,10,8,4.7,3.9,4.3,4.6,6.0,3.2,84.0,88.0,76.0,4,3,3,5.5
2012,1,2,10,2012-01-10,8,9,10,5.8,6.4,6.2,5.2,7.5,2.9,88.0,64.0,61.0,4,4,4,0.4
2012,1,2,11,2012-01-11,9,9,9,6.2,8.0,40.0,6.7,9.1,4.2,71.0,63.0,63.0,3,3,4,Spuren
2012,1,2,12,2012-01-12,9,6,4,6.7,9.1,7.2,7.5,9.6,5.3,65.0,51.0,60.0,4,3,4,0.7
2012,1,2,13,2012-01-13,8,10,6,4.8,40.0,2.4,4.5,8.1,0.8,68.0,97.0,77.0,4,4,4,3.7
2012,1,2,14,2012-01-14,5,6,9,2.5,3.6,,3.2,4.6,1.7,71.0,59.0,58.0,4,4,4,Spuren
2012,1,2,15,2012-01-15,8,7,9,0.4,1.6,,1.3,2.5,0.0,70.0,51.0,65.0,4,4,3,Spuren
2012,1,3,16,2012-01-16,9,4,9,-40.0,1.5,-0.6,0.2,2.0,-1.7,62.0,54.0,59.0,3,3,3,2.5
2012,1,3,17,2012-01-17,10,10,10,-0.9,-0.2,0.5,-0.6,0.6,-1.8,100.0,96.0,91.0,4,4,4,2.3
2012,1,3,18,2012-01-18,10,8,1,1.0,40.0,3.0,3.2,5.8,0.5,74.0,47.0,44.0,4,3,3,3
2012,1,3,19,2012-01-19,10,10,10,3.5,5.3,8.3,3.8,8.3,-0.8,93.0,95.0,92.0,5,3,5,20.4
2012,1,3,20,2012-01-20,10,8,0,3.6,4.9,2.3,6.1,9.9,2.2,96.0,78.0,81.0,3,5,4,2.3
2012,1,3,21,2012-01-21,1,10,10,1.5,4.4,0.5,2.5,4.5,0.5,71.0,59.0,100.0,3,3,2,17.8
2012,1,3,22,2012-01-22,7,8,8,4.2,,6.1,4.5,8.4,0.5,85.0,63.0,75.0,3,4,3,0.2
2012,1,4,23,2012-01-23,1,6,9,6.3,,5.2,6.9,8.7,5.1,62.0,64.0,78.0,4,4,3,9.8
2012,1,4,24,2012-01-24,5,7,8,0.9,5.5,3.0,3.2,5.9,0.4,100.0,72.0,83.0,2,3,3,0.5
2012,1,4,25,2012-01-25,1,3,7,-0.5,2.3,,1.1,3.1,-0.9,73.0,64.0,66.0,3,3,3,0
2012,1,4,26,2012-01-26,3,8,10,-1.5,0.4,-0.3,-0.3,1.3,-1.9,76.0,61.0,65.0,3,3,2,Spuren
2012,1,4,27,2012-01-27,10,3,1,-2.3,-0.4,-2.0,-1.4,-0.1,-2.6,78.0,70.0,82.0,2,2,2,0
2012,1,4,28,2012-01-28,2,7,5,-4.7,40.0,-1.2,-1.3,2.6,-5.1,92.0,62.0,83.0,2,4,3,0
2012,1,4,29,2012-01-29,9,9,5,,0.4,-2.0,-1.6,0.5,-3.6,99.0,70.0,82.0,2,3,3,0
2012,1,5,30,2012-01-30,4,3,0,-6.3,0.9,-1.8,-2.7,1.1,-6.4,99.0,41.0,54.0,2,3,3,0
2012,1,5,31,2012-01-31,0,6,2,-6.9,-1.8,-4.8,-4.4,-1.6,-7.1,87.0,56.0,71.0,3,3,2,0
2012,2,5,1,2012-02-01,0,7,0,-10.1,-4.1,-9.0,-7.1,-3.6,-10.6,87.0,58.0,63.0,2,2,2,0
2012,2,5,2,2012-02-02,5,6,3,-13.1,-6.9,-41.2,-9.9,-6.6,-13.2,71.0,46.0,55.0,2,2,3,0
2012,2,5,3,2012-02-03,8,7,8,-14.9,-8.6,-9.5,-11.5,-7.9,-15.0,80.0,56.0,48.0,2,2,3,0
2012,2,5,4,2012-02-04,8,10,8,-11.5,-8.3,-8.5,-9.8,-8.0,-11.6,46.0,43.0,43.0,3,4,3,Spuren
2012,2,5,5,2012-02-05,10,7,1,-10.1,-6.9,-10.2,-8.5,-6.7,-10.2,62.0,43.0,53.0,3,3,3,Spuren
2012,2,6,6,2012-02-06,9,10,10,-12.7,-8.0,-9.1,-10.2,-7.4,-13.0,66.0,54.0,79.0,3,3,3,2.9
2012,2,6,7,2012-02-07,10,10,10,-10.9,-8.9,-8.3,-9.7,-8.3,-11.1,90.0,86.0,82.0,3,3,3,1
2012,2,6,8,2012-02-08,0,3,7,-10.8,-5.3,-7.7,-7.9,-4.8,-11.0,85.0,63.0,72.0,2,2,2,0
2012,2,6,9,2012-02-09,8,10,10,-8.4,-6.0,-6.8,-8.0,-5.5,-10.4,79.0,85.0,94.0,2,2,2,0.1
2012,2,6,10,2012-02-10,9,7,3,-44.4,-7.2,-9.3,-9.1,-6.8,-11.3,82.0,64.0,75.0,2,3,2,Spuren
2012,2,6,11,2012-02-11,1,7,10,-13.5,-8.0,-7.6,-10.9,-7.0,-14.7,85.0,62.0,62.0,3,2,2,0
2012,2,6,12,2012-02-12,2,0,1,-12.0,-5.9,-8.0,-9.4,-5.7,-13.0,74.0,50.0,60.0,2,3,2,0
2012,2,7,13,2012-02-13,3,9,9,-8.9,-4.0,-4.9,-6.1,-2.4,-9.7,68.0,56.0,74.0,3,4,3,Spuren
2012,2,7,14,2012-02-14,10,5,9,-4.5,-0.5,-2.5,-2.5,0.1,-5.1,82.0,64.0,80.0,2,3,2,Spuren
2012,2,7,15,2012-02-15,10,7,7,2.2,4.6,3.9,1.5,5.5,-2.6,80.0,68.0,55.0,5,4,5,0.5
2012,2,7,16,2012-02-16,9,9,5,0.6,2.5,1.2,2.2,3.9,0.5,68.0,62.0,62.0,5,4,3,0.9
2012,2,7,17,2012-02-17,10,9,9,1.3,4.6,3.8,1.7,4.8,-1.5,97.0,79.0,87.0,5,5,4,1.4
2012,2,7,18,2012-02-18,9,6,8,3.5,40.0,5.1,6.1,8.6,3.5,86.0,60.0,73.0,3,2,2,0
2012,2,7,19,2012-02-19,6,10,10,-40.0,6.0,4.7,2.9,6.5,-0.7,99.0,92.0,94.0,1,2,3,3.3
2012,2,8,20,2012-02-20,9,7,3,2.6,4.9,1.6,3.6,5.6,1.6,74.0,51.0,66.0,3,3,2,0
2012,2,8,21,2012-02-21,2,2,1,-4.6,5.3,0.3,0.5,5.7,-4.7,94.0,55.0,72.0,1,2,2,Spuren
2012,2,8,22,2012-02-22,10,0,1,3.4,8.7,3.7,4.6,9.3,-0.1,65.0,63.0,88.0,2,1,1,0
2012,2,8,23,2012-02-23,4,10,9,-1.6,9.2,6.3,4.0,9.8,-1.8,100.0,37.0,83.0,1,6,5,0.1
2012,2,8,24,2012-02-24,9,2,8,7.7,12.4,10.0,9.4,12.8,6.0,85.0,66.0,77.0,5,4,4,0
2012,2,8,25,2012-02-25,4,8,1,9.4,12.9,9.3,11.1,13.5,8.6,78.0,48.0,64.0,5,3,3,Spuren
2012,2,8,26,2012-02-26,9,10,7,5.4,2.6,3.2,5.9,9.4,2.4,68.0,99.0,80.0,3,4,4,4
2012,2,9,27,2012-02-27,1,7,10,0.1,6.3,4.0,3.2,6.5,-0.1,72.0,36.0,48.0,4,4,3,0.6
2012,2,9,28,2012-02-28,10,10,10,4.2,5.2,5.4,4.1,5.7,2.5,86.0,98.0,97.0,4,4,4,11.2
2012,2,9,29,2012-02-29,10,7,9,8.3,12.0,9.8,8.8,12.1,5.4,92.0,76.0,85.0,4,4,3,0.2
2012,3,9,1,2012-03-01,10,9,8,10.0,14.3,11.6,11.4,14.6,8.2,89.0,62.0,77.0,2,1,1,0
2012,3,9,2,2012-03-02,10,5,1,,15.1,8.0,12.0,16.0,7.9,93.0,57.0,71.0,3,3,3,0
2012,3,9,3,2012-03-03,1,7,2,3.1,8.7,4.1,6.0,9.4,2.5,81.0,38.0,50.0,2,2,2,0
2012,3,9,4,2012-03-04,7,9,8,1.2,7.3,5.1,4.2,8.5,-0.2,68.0,37.0,51.0,1,2,1,0
2012,3,10,5,2012-03-05,1,1,0,-1.0,,4.1,4.1,9.7,-1.6,87.0,48.0,80.0,2,2,4,0
2012,3,10,6,2012-03-06,9,1,1,1.5,5.5,1.1,3.1,6.2,-0.1,62.0,44.0,48.0,1,3,2,0
2012,3,10,7,2012-03-07,0,0,4,-4.1,5.8,3.6,0.6,6.1,-5.0,81.0,45.0,50.0,2,2,3,0
2012,3,10,8,2012-03-08,9,10,10,0.4,0.9,1.5,1.8,3.6,0.0,68.0,100.0,100.0,1,1,1,4.5
2012,3,10,9,2012-03-09,2,5,3,3.5,9.4,4.3,5.6,9.8,1.4,75.0,43.0,63.0,3,3,2,0
2012,3,10,10,2012-03-10,4,8,1,2.2,11.4,7.8,5.6,12.1,-1.0,79.0,39.0,44.0,2,3,3,Spuren
2012,3,10,11,2012-03-11,10,10,6,7.1,8.8,7.4,7.3,9.1,5.4,72.0,67.0,71.0,3,5,5,0.8
2012,3,11,12,2012-03-12,10,10,9,7.4,9.9,9.4,8.5,10.3,6.6,86.0,71.0,77.0,4,4,3,0.1
2012,3,11,13,2012-03-13,9,10,9,7.8,11.3,,9.4,11.3,7.4,89.0,65.0,69.0,3,3,3,Spuren
2012,3,11,14,2012-03-14,9,8,10,7.4,,7.6,9.1,10.8,7.3,74.0,63.0,72.0,3,3,3,0
2012,3,11,15,2012-03-15,9,1,0,6.3,,7.6,9.1,11.8,6.3,72.0,56.0,66.0,3,2,2,0
2012,3,11,16,2012-03-16,0,0,3,1.7,17.0,11.9,9.6,18.6,0.6,99.0,42.0,51.0,1,2,1,0
2012,3,11,17,2012-03-17,1,0,0,5.0,71.2,12.7,11.2,19.4,2.9,91.0,42.0,53.0,1,1,1,0
2012,3,11,18,2012-03-18,0,4,0,6.9,20.4,13.9,13.6,21.6,5.5,85.0,34.0,49.0,2,3,1,0
2012,3,12,19,2012-03-19,8,9,7,10.2,12.5,10.6,11.8,14.3,9.3,76.0,64.0,70.0,3,3,2,0
2012,3,12,20,2012-03-20,1,1,0,,13.4,9.9,9.4,15.0,3.8,72.0,35.0,49.0,2,2,1,0
2012,3,12,21,2012-03-21,0,0,0,4.4,,12.1,10.5,18.3,2.6,91.0,35.0,47.0,1,2,2,0
2012,3,12,22,2012-03-22,0,1,3,8.7,17.9,14.4,11.7,18.6,4.7,90.0,53.0,57.0,2,2,2,0
2012,3,12,23,2012-03-23,1,0,1,7.1,18.7,60.0,12.9,19.8,6.0,96.0,43.0,53.0,1,1,2,0
2012,3,12,24,2012-03-24,1,1,5,7.0,19.7,16.4,13.2,20.4,5.9,95.0,45.0,43.0,1,2,2,Spuren
2012,3,12,25,2012-03-25,0,2,1,11.4,20.0,16.6,15.0,20.5,9.5,76.0,42.0,33.0,2,3,3,0
2012,3,13,26,2012-03-26,1,2,8,7.6,15.7,12.3,12.0,16.8,7.1,73.0,31.0,35.0,3,2,2,0
2012,3,13,27,2012-03-27,9,7,7,5.1,74.4,16.1,10.9,19.2,2.6,72.0,33.0,46.0,1,4,4,0
2012,3,13,28,2012-03-28,7,1,1,11.2,20.3,17.6,15.8,21.6,10.0,80.0,48.0,51.0,3,4,3,0
